txn_date,biller_id,txn_value,txn_amount,txn_count_amt_2000_2500
2025-03-02,B036,102510,629114856.98,3026
2025-03-02,B037,89500,550247550.47,2581
2025-03-02,B038,70257,433683430.66,2116
2025-03-02,B039,107664,659942760.08,3225
2025-03-02,B040,109562,677221811.74,3253
2025-03-02,B041,108896,672290509.32,3265
2025-03-02,B042,98338,605398366.65,2880
2025-03-02,B043,89091,542274535.6,2605
2025-03-02,B044,83459,508699903.26,2483
2025-03-02,B045,130517,803568678.44,3919
2025-03-02,B046,101991,622558736.1,3042
2025-03-02,B047,56617,352051613.81,1700
2025-03-02,B048,102399,633071162.49,2936
2025-03-02,B049,122571,750944562.24,3756
2025-03-02,B050,107886,664134159.42,3215
2025-03-02,B051,75216,464934954.97,2227
2025-03-02,B052,81882,504583657.1,2479
2025-03-02,B053,127843,795454475.13,3727
2025-03-02,B054,118011,728101143.38,3459
2025-03-02,B055,141402,875033556.24,4157
2025-03-02,B056,83488,510596062.92,2567
2025-03-02,B057,99052,605313997.21,2979
2025-03-02,B058,65758,403096263.16,1946
2025-03-02,B059,104972,645286720.51,3203
2025-03-02,B060,142242,873549070.32,4215
2025-03-02,B061,141922,870637517.98,4197
2025-03-02,B062,102967,629713601.43,3145
2025-03-02,B063,72232,441628133.98,2161
2025-03-02,B064,52053,319797097.49,1520
2025-03-02,B065,99445,604584629.4,2950
2025-03-02,B066,136754,852310268.73,4192
2025-03-02,B067,138564,850073261.69,4138
2025-03-02,B068,116033,709343978.23,3449
2025-03-02,B069,85111,525688366.57,2588
2025-03-02,B070,102765,627368392.12,3038
2025-03-02,B071,80865,496571715.28,2359
2025-03-02,B072,56712,344845082.12,1600
2025-03-02,B073,111042,685636583.37,3333
2025-03-02,B074,63378,389014719.11,1872
2025-03-02,B075,127708,785593999.63,3970
2025-03-02,B076,60234,373547946.88,1845
2025-03-02,B077,115264,700759167.77,3443
2025-03-02,B078,76456,468130433.74,2242
2025-03-02,B079,89433,550941940.75,2642
2025-03-02,B080,75248,458849251.58,2229
2025-03-02,B081,84507,514074853.31,2526
2025-03-02,B082,52479,321091554.15,1524
2025-03-02,B083,130527,805188552.86,3856
2025-03-02,B084,122714,750128480.73,3630
2025-03-02,B085,101268,619697625.21,2918
2025-03-02,B086,99737,616633004.72,2942
2025-03-02,B087,82881,507661029.17,2442
2025-03-02,B088,72738,443200033.62,2160
2025-03-02,B089,60764,378638606.5,1827
2025-03-02,B090,145315,891016074.84,4295
2025-03-02,B091,84239,517039051.33,2414
2025-03-02,B092,144780,885260119.16,4266
2025-03-02,B093,60114,369878099.94,1817
2025-03-02,B094,152405,933967895.0,4743
2025-03-02,B095,76904,473642489.39,2231
2025-03-02,B096,78760,483886987.65,2381
2025-03-02,B097,95285,582229403.74,2777
2025-03-02,B098,77407,468692755.02,2356
2025-03-02,B099,54470,333440465.71,1638
2025-03-02,B100,75565,463520274.04,2143
2025-03-03,B001,76919,475907610.67,2297
2025-03-03,B002,131106,803809990.97,3911
2025-03-03,B003,116766,711495527.15,3476
2025-03-03,B004,120158,741498040.45,3604
2025-03-03,B005,89000,547937092.23,2666
2025-03-03,B006,135108,834686657.0,4114
2025-03-03,B007,142325,880204798.61,4200
2025-03-03,B008,84972,522029872.94,2583
2025-03-03,B009,100644,618515130.79,2923
2025-03-03,B010,135271,830557055.38,4063
2025-03-03,B011,82018,504055990.88,2442
2025-03-03,B012,50734,315487690.49,1551
2025-03-03,B013,102855,633898894.24,3107
2025-03-03,B014,144321,890850646.83,4346
2025-03-03,B015,110049,673480047.27,3332
2025-03-03,B016,127826,798068757.09,3862
2025-03-03,B017,122069,756278816.2,3691
2025-03-03,B018,104500,648658666.45,3182
2025-03-03,B019,53645,331423154.67,1553
2025-03-03,B020,58771,356468473.15,1779
2025-03-03,B021,56822,350267828.76,1737
2025-03-03,B022,142860,881896227.72,4131
2025-03-03,B023,100702,623907876.41,2997
2025-03-03,B024,75119,464189358.94,2252
2025-03-03,B025,101031,627887732.69,3010
2025-03-03,B026,70456,432942907.11,2154
2025-03-03,B027,59575,364680715.7,1759
2025-03-03,B028,51230,321791721.34,1502
2025-03-03,B029,71378,436280436.02,2134
2025-03-03,B030,87533,537085493.19,2574
2025-03-03,B031,119216,729942888.25,3576
2025-03-03,B032,130561,794931032.76,3894
2025-03-03,B033,56857,350285415.17,1661
2025-03-03,B034,93594,578258393.74,2815
2025-03-03,B035,115056,710354321.37,3478
2025-03-03,B036,111356,686003146.56,3368
2025-03-03,B037,130968,813631013.76,3810
2025-03-03,B038,92992,575335415.37,2702
2025-03-03,B039,117467,718714751.49,3389
2025-03-03,B040,92044,556907113.54,2746
2025-03-03,B041,116830,716404978.54,3564
2025-03-03,B042,150370,929185574.22,4419
2025-03-03,B043,111142,679271975.01,3343
2025-03-03,B044,87962,547631107.02,2681
2025-03-03,B045,84128,520434727.21,2553
2025-03-03,B046,111677,690135060.48,3356
2025-03-03,B047,141847,875677578.72,4276
2025-03-03,B048,131584,813561110.8,3861
2025-03-03,B049,114288,706141872.71,3426
2025-03-03,B050,98865,612328160.34,2868
2025-03-03,B051,77526,474371230.24,2252
2025-03-03,B052,58644,352179435.72,1723
2025-03-03,B053,112756,683831923.64,3391
2025-03-03,B054,107022,659128742.06,3270
2025-03-03,B055,132991,817940823.52,3972
2025-03-03,B056,87560,529895193.93,2636
2025-03-03,B057,72814,446472968.88,2172
2025-03-03,B058,124537,760670058.57,3701
2025-03-03,B059,61340,371511325.52,1832
2025-03-03,B060,125578,774108489.74,3822
2025-03-03,B061,91434,560415977.98,2837
2025-03-03,B062,78805,486654195.21,2393
2025-03-03,B063,96295,587053128.73,2942
2025-03-03,B064,137616,853097779.91,4166
2025-03-03,B065,113678,695945300.41,3387
2025-03-03,B066,129023,782899972.48,3811
2025-03-03,B067,69244,429057937.97,2123
2025-03-03,B068,119599,735071452.81,3442
2025-03-03,B069,74171,458185502.04,2147
2025-03-03,B070,102772,633302507.3,2961
2025-03-03,B071,67975,414392861.38,1944
2025-03-03,B072,83125,508190589.66,2553
2025-03-03,B073,64424,393764469.63,1934
2025-03-03,B074,96414,590426301.56,2855
2025-03-03,B075,100048,619544069.35,2968
2025-03-03,B076,136629,835886210.22,4102
2025-03-03,B077,105201,641088062.82,3138
2025-03-03,B078,84235,521957088.26,2523
2025-03-03,B079,70266,433343245.68,2024
2025-03-03,B080,120532,737274613.0,3612
2025-03-03,B081,77494,475720154.88,2241
2025-03-03,B082,66926,414221066.92,1956
2025-03-03,B083,81417,498143354.05,2524
2025-03-03,B084,92454,559266354.12,2774
2025-03-03,B085,133512,815326338.56,3975
2025-03-03,B086,92425,569872776.95,2760
2025-03-03,B087,75952,463263656.11,2280
2025-03-03,B088,137719,847121452.55,4125
2025-03-03,B089,117301,712698082.43,3428
2025-03-03,B090,148746,908088221.0,4414
2025-03-03,B091,55744,340671888.01,1633
2025-03-03,B092,85738,526533456.72,2566
2025-03-03,B093,76125,469649787.15,2254
2025-03-03,B094,58883,354421882.21,1765
2025-03-03,B095,51151,314744268.96,1528
2025-03-03,B096,139559,863816532.31,4188
2025-03-03,B097,89338,552960186.11,2690
2025-03-03,B098,93334,571205031.93,2790
2025-03-03,B099,88160,542190901.04,2639
2025-03-03,B100,83955,510241579.99,2550
2025-03-04,B001,82250,501189510.22,2461
2025-03-04,B002,105722,641892200.74,3144
2025-03-04,B003,78459,478523441.37,2334
2025-03-04,B004,97981,601421685.53,2929
2025-03-04,B005,134400,830037258.24,3900
2025-03-04,B006,78716,483175966.97,2424
2025-03-04,B007,119636,736934655.53,3511
2025-03-04,B008,123998,755791114.32,3770
2025-03-04,B009,143149,886958020.88,4330
2025-03-04,B010,117983,722430087.52,3557
2025-03-04,B011,135137,832226931.68,4058
2025-03-04,B012,138466,849467882.5,4110
2025-03-04,B013,139698,854797168.28,4181
2025-03-04,B014,77459,474643970.39,2370
2025-03-04,B015,53957,330485695.96,1588
2025-03-04,B016,133199,821995861.11,4024
2025-03-04,B017,114844,705670997.33,3420
2025-03-04,B018,99156,605350870.7,2987
2025-03-04,B019,98832,604102671.11,2931
2025-03-04,B020,148658,915011086.82,4404
2025-03-04,B021,98852,605916470.13,2976
2025-03-04,B022,86720,531574426.2,2586
2025-03-04,B023,67289,405501431.5,2027
2025-03-04,B024,144255,889121906.41,4294
2025-03-04,B025,93969,576460666.2,2880
2025-03-04,B026,61214,376480526.29,1837
2025-03-04,B027,120325,745950655.9,3521
2025-03-04,B028,115743,708360578.84,3502
2025-03-04,B029,109313,671685651.93,3324
2025-03-04,B030,107275,660089641.84,3160
2025-03-04,B031,145433,897985096.8,4399
2025-03-04,B032,105405,648502553.48,2998
2025-03-04,B033,79406,487301022.59,2325
2025-03-04,B034,118961,729540430.97,3606
2025-03-04,B035,142516,873002309.9,4326
2025-03-04,B036,85279,519703532.83,2491
2025-03-04,B037,74721,456702017.51,2262
2025-03-04,B038,106511,652675563.61,3117
2025-03-04,B039,125134,770091678.53,3751
2025-03-04,B040,143752,873721372.56,4234
2025-03-04,B041,73616,449645939.42,2118
2025-03-04,B042,56625,343550322.03,1734
2025-03-04,B043,127024,781516162.09,3746
2025-03-04,B044,117353,729266312.67,3545
2025-03-04,B045,90459,559373781.57,2712
2025-03-04,B046,116126,715522643.98,3482
2025-03-04,B047,136273,833719085.12,3978
2025-03-04,B048,131826,807895284.3,3955
2025-03-04,B049,73952,459361325.64,2124
2025-03-04,B050,54682,331388415.23,1681
2025-03-04,B051,95203,591741048.33,2858
2025-03-04,B052,85398,526697472.22,2542
2025-03-04,B053,63487,387389012.33,1901
2025-03-04,B054,96472,594141984.67,2908
2025-03-04,B055,64887,401618193.92,1806
2025-03-04,B056,93578,571196309.65,2764
2025-03-04,B057,57507,355131095.78,1695
2025-03-04,B058,62272,382552703.02,1876
2025-03-04,B059,87197,537212957.96,2542
2025-03-04,B060,79378,488971987.84,2285
2025-03-04,B061,105830,651470124.42,3160
2025-03-04,B062,89647,558134573.14,2723
2025-03-04,B063,70918,434014443.0,2157
2025-03-04,B064,144923,889742237.21,4290
2025-03-04,B065,112851,700770206.51,3341
2025-03-04,B066,82393,506552378.04,2409
2025-03-04,B067,128877,795010755.5,3891
2025-03-04,B068,145304,894137391.43,4335
2025-03-04,B069,70173,425991001.05,2067
2025-03-04,B070,80765,496888235.47,2377
2025-03-04,B071,80319,487975809.94,2405
2025-03-04,B072,73009,445839666.35,2164
2025-03-04,B073,128581,784593330.05,3805
2025-03-04,B074,142359,881656048.5,4242
2025-03-04,B075,64226,396170909.77,1879
2025-03-04,B076,134780,829515764.1,3902
2025-03-04,B077,120085,730218066.67,3556
2025-03-04,B078,136623,841576481.67,4153
2025-03-04,B079,79158,490296556.22,2450
2025-03-04,B080,95099,571523617.23,2758
2025-03-04,B081,140771,873826455.92,4144
2025-03-04,B082,52158,319693265.99,1499
2025-03-04,B083,116773,721456792.57,3564
2025-03-04,B084,151574,935060680.38,4598
2025-03-04,B085,86258,528359074.8,2527
2025-03-04,B086,61086,373402785.85,1822
2025-03-04,B087,102145,630427260.96,3107
2025-03-04,B088,105768,652211854.27,3150
2025-03-04,B089,83001,514315075.21,2490
2025-03-04,B090,104456,643548656.22,3102
2025-03-04,B091,80943,505515822.2,2375
2025-03-04,B092,108306,655744888.17,3177
2025-03-04,B093,101887,631805770.34,2966
2025-03-04,B094,144862,892336315.06,4257
2025-03-04,B095,71644,441971744.81,2165
2025-03-04,B096,91674,557085353.02,2796
2025-03-04,B097,55863,344514966.31,1690
2025-03-04,B098,56775,352235313.77,1697
2025-03-04,B099,93022,566305251.16,2750
2025-03-04,B100,147803,913824512.39,4397
2025-03-05,B001,65221,402011076.72,1908
2025-03-05,B002,86243,529631945.55,2577
2025-03-05,B003,52739,323616562.54,1556
2025-03-05,B004,78254,478647357.33,2349
2025-03-05,B005,67086,407773105.79,2051
2025-03-05,B006,74458,457425427.66,2193
2025-03-05,B007,141017,864661753.13,4196
2025-03-05,B008,100921,619659094.64,3138
2025-03-05,B009,113601,696073597.2,3413
2025-03-05,B010,103482,640125583.45,3029
2025-03-05,B011,68108,420413870.19,2082
2025-03-05,B012,97743,605845138.25,2858
2025-03-05,B013,49831,308591059.78,1540
2025-03-05,B014,133484,817710732.24,3880
2025-03-05,B015,119134,737416556.2,3580
2025-03-05,B016,56491,348714809.91,1747
2025-03-05,B017,134095,818878413.49,3907
2025-03-05,B018,75370,466949746.83,2251
2025-03-05,B019,122910,752700181.97,3692
2025-03-05,B020,52182,323054470.92,1501
2025-03-05,B021,93442,577152709.7,2767
2025-03-05,B022,64199,395596484.45,1908
2025-03-05,B023,61963,380174381.99,1886
2025-03-05,B024,126368,773735314.19,3790
2025-03-05,B025,139948,858099363.96,4280
2025-03-05,B026,60188,363678041.09,1751
2025-03-05,B027,120910,747842613.15,3509
2025-03-05,B028,131814,818463344.26,3831
2025-03-05,B029,46676,285685222.66,1397
2025-03-05,B030,78232,483223600.09,2307
2025-03-05,B031,132689,815411679.36,3957
2025-03-05,B032,68430,426382892.15,2027
2025-03-05,B033,142946,887231929.69,4239
2025-03-05,B034,134959,821681224.53,4092
2025-03-05,B035,109478,668272933.32,3209
2025-03-05,B036,59477,369815850.97,1769
2025-03-05,B037,122464,746240247.27,3654
2025-03-05,B038,71214,438644115.1,2242
2025-03-05,B039,114939,700182138.49,3463
2025-03-05,B040,57004,347695555.59,1718
2025-03-05,B041,63260,384745296.2,1913
2025-03-05,B042,124671,765579333.29,3611
2025-03-05,B043,138849,853965323.38,4038
2025-03-05,B044,66248,404291915.98,1932
2025-03-05,B045,85847,532782683.45,2656
2025-03-05,B046,55005,337267556.63,1574
2025-03-05,B047,107530,661154835.24,3220
2025-03-05,B048,133801,817761606.11,3942
2025-03-05,B049,111963,685372806.17,3357
2025-03-05,B050,138383,844152636.66,4077
2025-03-05,B051,69818,429669494.51,2025
2025-03-05,B052,113858,699294515.52,3458
2025-03-05,B053,117209,723325052.98,3455
2025-03-05,B054,84883,519362339.68,2570
2025-03-05,B055,82130,504921926.62,2506
2025-03-05,B056,130246,794207759.69,3885
2025-03-05,B057,95258,588069769.08,2849
2025-03-05,B058,92909,565636813.49,2778
2025-03-05,B059,62669,379001947.28,1895
2025-03-05,B060,109051,670143329.77,3277
2025-03-05,B061,81837,500894490.32,2496
2025-03-05,B062,108610,667499909.28,3204
2025-03-05,B063,113832,707181899.9,3398
2025-03-05,B064,82893,512541165.35,2461
2025-03-05,B065,66056,406265634.19,1974
2025-03-05,B066,146254,901603716.85,4278
2025-03-05,B067,95644,591811891.21,2801
2025-03-05,B068,124213,766472506.31,3707
2025-03-05,B069,119000,727607953.17,3542
2025-03-05,B070,63320,390935790.54,1826
2025-03-05,B071,92387,561669635.39,2678
2025-03-05,B072,112995,689805842.84,3419
2025-03-05,B073,151398,929079907.31,4550
2025-03-05,B074,78790,477003294.15,2341
2025-03-05,B075,74268,458625282.87,2239
2025-03-05,B076,71857,439886583.84,2169
2025-03-05,B077,132483,810390850.09,3914
2025-03-05,B078,124040,763562056.72,3769
2025-03-05,B079,67800,414935218.81,2029
2025-03-05,B080,143701,888152152.36,4360
2025-03-05,B081,65013,394230405.09,1948
2025-03-05,B082,50053,307600815.57,1442
2025-03-05,B083,141127,869265932.81,4277
2025-03-05,B084,98632,599508402.83,2891
2025-03-05,B085,51787,319479826.93,1559
2025-03-05,B086,140645,857076798.09,4097
2025-03-05,B087,113978,703250255.07,3288
2025-03-05,B088,66877,410466387.11,1996
2025-03-05,B089,145489,894372759.81,4192
2025-03-05,B090,146981,904365555.13,4374
2025-03-05,B091,108520,673078192.32,3246
2025-03-05,B092,124430,771979383.29,3605
2025-03-05,B093,149743,921046569.63,4426
2025-03-05,B094,99868,611692563.6,2979
2025-03-05,B095,115539,711774942.4,3410
2025-03-05,B096,99436,607715472.01,3021
2025-03-05,B097,76046,469350811.16,2265
2025-03-05,B098,56374,355637002.67,1660
2025-03-05,B099,61568,377306420.62,1870
2025-03-05,B100,146105,898832107.91,4351
2025-03-06,B001,50062,305995581.04,1426
2025-03-06,B002,130473,799750255.19,3812
2025-03-06,B003,127409,789366277.9,3763
2025-03-06,B004,127785,784572242.78,3770
2025-03-06,B005,118669,728625040.95,3467
2025-03-06,B006,56524,351546140.8,1622
2025-03-06,B007,124469,767467421.81,3783
2025-03-06,B008,70521,429485673.63,2104
2025-03-06,B009,58195,357631157.19,1718
2025-03-06,B010,71199,442103680.16,2155
2025-03-06,B011,93420,575486815.29,2751
2025-03-06,B012,137631,845073715.76,4072
2025-03-06,B013,123496,761140828.89,3669
2025-03-06,B014,120568,742316446.51,3614
2025-03-06,B015,136613,837201160.57,4120
2025-03-06,B016,126215,779643040.97,3789
2025-03-06,B017,107467,661753299.69,3125
2025-03-06,B018,97048,599775208.26,2863
2025-03-06,B019,64098,395405670.59,1885
2025-03-06,B020,97610,600418158.35,2957
2025-03-06,B021,94559,580933971.49,2836
2025-03-06,B022,128201,790857743.93,3914
2025-03-06,B023,134963,829411275.18,3941
2025-03-06,B024,118496,724674341.04,3529
2025-03-06,B025,100075,617017808.29,2970
2025-03-06,B026,151492,929350452.06,4541
2025-03-06,B027,54764,333676824.76,1593
2025-03-06,B028,106208,655207236.15,3158
2025-03-06,B029,100788,619359878.9,3003
2025-03-06,B030,112037,693222988.14,3274
2025-03-06,B031,119947,737618559.53,3591
2025-03-06,B032,129410,790627357.59,3805
2025-03-06,B033,140364,858342188.2,4295
2025-03-06,B034,111262,680497359.81,3315
2025-03-06,B035,65124,407938309.73,1844
2025-03-06,B036,88014,540283358.2,2650
2025-03-06,B037,121740,748098875.08,3585
2025-03-06,B038,134997,831870564.14,3992
2025-03-06,B039,135670,840931020.86,4023
2025-03-06,B040,70695,435855785.14,2113
2025-03-06,B041,121253,752415001.31,3540
2025-03-06,B042,69680,429646739.49,2088
2025-03-06,B043,95674,592967331.92,2854
2025-03-06,B044,111295,687884898.02,3264
2025-03-06,B045,55270,338881156.81,1692
2025-03-06,B046,112153,687821736.31,3246
2025-03-06,B047,109164,670154675.99,3202
2025-03-06,B048,136173,840111222.01,3958
2025-03-06,B049,60117,371883950.66,1730
2025-03-06,B050,59672,368688529.26,1711
2025-03-06,B051,115163,711327185.35,3552
2025-03-06,B052,51116,317468110.34,1525
2025-03-06,B053,136154,839511451.14,4062
2025-03-06,B054,141644,868530903.4,4212
2025-03-06,B055,114115,705572306.57,3413
2025-03-06,B056,81122,501823247.0,2386
2025-03-06,B057,145118,889738531.93,4518
2025-03-06,B058,56929,346701079.08,1585
2025-03-06,B059,78535,482733824.07,2377
2025-03-06,B060,61515,378572284.41,1826
2025-03-06,B061,132767,808698595.99,4028
2025-03-06,B062,122107,752058265.99,3616
2025-03-06,B063,104192,641225806.07,3117
2025-03-06,B064,100460,616055625.73,3074
2025-03-06,B065,144784,886406647.61,4232
2025-03-06,B066,116137,717203068.08,3476
2025-03-06,B067,141434,875171537.27,4298
2025-03-06,B068,120451,738306001.06,3597
2025-03-06,B069,79855,490504771.74,2372
2025-03-06,B070,84833,519727557.63,2614
2025-03-06,B071,128537,794614016.6,3816
2025-03-06,B072,71074,436746099.54,2105
2025-03-06,B073,114978,710704928.48,3353
2025-03-06,B074,86351,532568229.65,2573
2025-03-06,B075,123656,753534671.58,3609
2025-03-06,B076,126862,783177696.79,3723
2025-03-06,B077,130915,801791836.86,3874
2025-03-06,B078,135317,830819236.15,3942
2025-03-06,B079,53539,331356769.94,1611
2025-03-06,B080,85888,533449171.94,2644
2025-03-06,B081,133503,814172723.78,4009
2025-03-06,B082,84859,518734153.06,2538
2025-03-06,B083,85807,532145557.15,2507
2025-03-06,B084,131811,814036550.49,3967
2025-03-06,B085,107487,654764639.9,3153
2025-03-06,B086,67076,409654421.45,2022
2025-03-06,B087,148081,911291277.06,4460
2025-03-06,B088,130269,800611268.05,3906
2025-03-06,B089,129931,793202267.53,3910
2025-03-06,B090,110782,679665302.54,3274
2025-03-06,B091,86376,534080032.2,2526
2025-03-06,B092,79289,486027550.36,2357
2025-03-06,B093,54001,334527161.73,1674
2025-03-06,B094,117321,717193488.68,3524
2025-03-06,B095,62406,383861048.52,1831
2025-03-06,B096,102314,634052904.0,3018
2025-03-06,B097,88054,539350716.78,2534
2025-03-06,B098,106880,656437366.08,3141
2025-03-06,B099,129074,790036843.39,3803
2025-03-06,B100,123351,755538870.77,3690
2025-03-07,B001,119457,735666596.26,3605
2025-03-07,B002,55362,344628717.59,1619
2025-03-07,B003,68646,427372958.72,2080
2025-03-07,B004,146587,902534302.63,4341
2025-03-07,B005,124783,762708306.61,3615
2025-03-07,B006,100254,610883955.88,2972
2025-03-07,B007,79768,483215654.8,2431
2025-03-07,B008,140086,858988317.48,4198
2025-03-07,B009,127265,779085014.56,3814
2025-03-07,B010,134127,832139934.82,3945
2025-03-07,B011,122654,755658320.54,3734
2025-03-07,B012,75092,464582901.92,2263
2025-03-07,B013,64151,390666725.43,1913
2025-03-07,B014,61081,379400147.49,1781
2025-03-07,B015,90188,554510656.2,2648
2025-03-07,B016,132344,815858130.17,3967
2025-03-07,B017,128032,791351337.71,3848
2025-03-07,B018,118455,727394790.56,3414
2025-03-07,B019,81782,501743620.4,2372
2025-03-07,B020,90847,557848956.8,2577
2025-03-07,B021,124065,766774821.46,3711
2025-03-07,B022,75428,461387967.91,2241
2025-03-07,B023,103555,638801411.33,3003
2025-03-07,B024,98370,603474332.19,2890
2025-03-07,B025,111102,688356633.92,3349
2025-03-07,B026,77800,474946829.06,2342
2025-03-07,B027,130591,800697073.45,3963
2025-03-07,B028,54771,334069142.51,1661
2025-03-07,B029,46956,289300978.44,1379
2025-03-07,B030,98852,609262911.92,3016
2025-03-07,B031,96601,593991580.4,2819
2025-03-07,B032,108341,660407221.43,3250
2025-03-07,B033,107070,656180341.39,3219
2025-03-07,B034,120366,745355829.44,3542
2025-03-07,B035,134595,825036880.78,4009
2025-03-07,B036,98719,607454450.28,2902
2025-03-07,B037,113391,698352658.39,3359
2025-03-07,B038,110693,682246917.87,3252
2025-03-07,B039,102215,629584574.98,3024
2025-03-07,B040,132271,814916074.77,3884
2025-03-07,B041,140979,871174479.36,4200
2025-03-07,B042,78120,478312250.33,2374
2025-03-07,B043,134689,829180444.41,4120
2025-03-07,B044,145822,896366479.5,4259
2025-03-07,B045,93390,570772985.36,2790
2025-03-07,B046,143803,885816021.85,4249
2025-03-07,B047,97675,598397814.0,2844
2025-03-07,B048,110812,681919101.3,3316
2025-03-07,B049,106626,654046644.95,3166
2025-03-07,B050,73944,454127700.89,2120
2025-03-07,B051,99358,614724429.23,2986
2025-03-07,B052,70083,429395073.48,2014
2025-03-07,B053,61458,379399874.47,1817
2025-03-07,B054,139655,860358066.65,4072
2025-03-07,B055,87634,538656246.55,2603
2025-03-07,B056,135058,836452802.31,3980
2025-03-07,B057,124099,769130339.02,3631
2025-03-07,B058,55497,339637510.19,1618
2025-03-07,B059,48640,297682211.14,1470
2025-03-07,B060,137390,841554958.09,4128
2025-03-07,B061,66937,406160021.11,1989
2025-03-07,B062,102393,637995689.15,2994
2025-03-07,B063,61317,376448453.54,1879
2025-03-07,B064,94335,582763044.36,2791
2025-03-07,B065,109509,675680769.44,3291
2025-03-07,B066,93886,582056643.74,2784
2025-03-07,B067,82573,511810372.5,2471
2025-03-07,B068,63972,392067500.48,1897
2025-03-07,B069,137969,855025435.45,4006
2025-03-07,B070,66641,406930572.49,1959
2025-03-07,B071,61087,374788074.62,1849
2025-03-07,B072,67589,415828617.88,1972
2025-03-07,B073,58433,360006499.22,1710
2025-03-07,B074,89195,554304967.59,2664
2025-03-07,B075,145958,895065153.8,4385
2025-03-07,B076,135776,829864135.16,4061
2025-03-07,B077,121216,746171555.93,3616
2025-03-07,B078,115331,707638293.94,3531
2025-03-07,B079,86912,529082342.93,2557
2025-03-07,B080,115345,707756784.06,3374
2025-03-07,B081,55066,335585831.16,1615
2025-03-07,B082,76675,477756269.17,2248
2025-03-07,B083,126724,778782676.88,3892
2025-03-07,B084,87087,533926889.54,2579
2025-03-07,B085,91674,571277972.35,2692
2025-03-07,B086,76812,472456393.43,2271
2025-03-07,B087,69163,423536271.66,2030
2025-03-07,B088,144264,889616815.57,4412
2025-03-07,B089,105223,643298440.1,3221
2025-03-07,B090,67350,411611320.02,1998
2025-03-07,B091,57134,353837682.14,1641
2025-03-07,B092,122527,748658261.72,3685
2025-03-07,B093,103859,636792019.81,2974
2025-03-07,B094,68531,417604300.38,2094
2025-03-07,B095,79954,483923239.1,2442
2025-03-07,B096,104579,638743919.39,3172
2025-03-07,B097,96112,594168514.64,2808
2025-03-07,B098,118262,721294928.44,3518
2025-03-07,B099,135929,848246655.65,3944
2025-03-07,B100,148687,917236824.83,4427
2025-03-08,B001,56631,344083497.1,1654
2025-03-08,B002,105031,639272821.56,3230
2025-03-08,B003,95800,589248698.32,2821
2025-03-08,B004,72762,448299547.6,2167
2025-03-08,B005,58484,363622479.73,1771
2025-03-08,B006,54762,338741167.06,1689
2025-03-08,B007,96661,591680865.21,2878
2025-03-08,B008,59450,369610371.81,1672
2025-03-08,B009,96675,599403636.47,2788
2025-03-08,B010,101022,617091320.47,2998
2025-03-08,B011,115705,719164742.6,3420
2025-03-08,B012,93165,570162902.83,2796
2025-03-08,B013,124232,760188152.36,3753
2025-03-08,B014,86225,529784351.61,2513
2025-03-08,B015,106700,653039023.72,3121
2025-03-08,B016,64185,390961131.78,1932
2025-03-08,B017,117555,719876585.92,3447
2025-03-08,B018,146678,902484417.06,4385
2025-03-08,B019,106637,652667954.02,3154
2025-03-08,B020,120811,741690272.62,3562
2025-03-08,B021,87014,534945859.38,2624
2025-03-08,B022,66927,418586366.46,2040
2025-03-08,B023,127518,785530344.69,3698
2025-03-08,B024,105323,644210919.57,3193
2025-03-08,B025,95255,591472149.13,2768
2025-03-08,B026,100814,620607939.73,3026
2025-03-08,B027,65188,400504930.41,1997
2025-03-08,B028,117802,726808934.61,3454
2025-03-08,B029,103915,638220166.04,3025
2025-03-08,B030,57665,355954707.78,1733
2025-03-08,B031,104940,643079809.62,3049
2025-03-08,B032,79988,492922394.5,2314
2025-03-08,B033,100363,614871468.42,3032
2025-03-08,B034,145317,895945208.62,4360
2025-03-08,B035,109623,678656777.19,3190
2025-03-08,B036,127308,780532893.66,3762
2025-03-08,B037,102100,628354258.08,3011
2025-03-08,B038,59484,361460329.03,1703
2025-03-08,B039,139334,863669026.9,4158
2025-03-08,B040,131870,811724171.77,3918
2025-03-08,B041,68794,425284051.38,2023
2025-03-08,B042,114098,709608262.92,3476
2025-03-08,B043,81814,500306777.81,2421
2025-03-08,B044,64398,391085079.21,1942
2025-03-08,B045,98549,604779145.79,2898
2025-03-08,B046,119308,739759691.48,3538
2025-03-08,B047,97803,594642286.98,2987
2025-03-08,B048,105768,650029836.77,3227
2025-03-08,B049,142450,878982410.95,4232
2025-03-08,B050,98643,608273298.41,2887
2025-03-08,B051,104225,641125460.35,3068
2025-03-08,B052,130557,802353426.52,3885
2025-03-08,B053,90638,556375059.48,2795
2025-03-08,B054,103830,633273677.45,3127
2025-03-08,B055,70643,433799567.48,2062
2025-03-08,B056,113757,701123394.28,3421
2025-03-08,B057,98756,608950246.55,2919
2025-03-08,B058,93055,578914522.39,2778
2025-03-08,B059,89867,550516984.49,2638
2025-03-08,B060,85252,523684969.05,2585
2025-03-08,B061,99568,608916342.08,2898
2025-03-08,B062,63058,381214416.9,1885
2025-03-08,B063,84750,517191349.81,2495
2025-03-08,B064,72683,447163445.94,2170
2025-03-08,B065,80612,498266197.64,2412
2025-03-08,B066,58564,360606645.57,1752
2025-03-08,B067,61634,378290494.38,1913
2025-03-08,B068,121723,742382185.38,3581
2025-03-08,B069,137257,837705142.73,4124
